EcoDistrict,Province,Acid_Soil,Poor_Soil,Percentage
685,SK,0,0,0
684,AB,-1,-1,0.54421655
684,AB,-1,0,0.45175389
684,AB,0,-1,0
684,AB,0,0,0.00402956
683,AB,-1,-1,0.7289081
683,AB,-1,0,0.2710919
683,AB,0,-1,0
683,AB,0,0,0
682,SK,-1,-1,1
682,SK,-1,0,0
682,SK,0,-1,0
682,SK,0,0,0
681,AB,-1,-1,0.29831456
681,AB,-1,0,0.70168544
681,AB,0,-1,0
681,AB,0,0,0
680,AB,-1,-1,0.34347014
680,AB,-1,0,0.65652986
680,AB,0,-1,0
680,AB,0,0,0
680,SK,-1,-1,0.98440675
680,SK,-1,0,0.00718235
680,SK,0,-1,0.00841091
680,SK,0,0,0
679,AB,-1,-1,1
679,AB,-1,0,0
679,AB,0,-1,0
679,AB,0,0,0
678,AB,-1,-1,0.6439755
678,AB,-1,0,0.3560245
678,AB,0,-1,0
678,AB,0,0,0
677,MB,-1,-1,0
677,MB,-1,0,1
677,MB,0,-1,0
677,MB,0,0,0
672,SK,-1,-1,0.13455096
672,SK,-1,0,0.02326383
672,SK,0,-1,0.50200292
672,SK,0,0,0.34018228
669,MB,-1,-1,0.16723549
669,MB,-1,0,0.33276451
669,MB,0,-1,0.16723549
669,MB,0,0,0.33276451
669,SK,-1,-1,0
669,SK,-1,0,0
669,SK,0,-1,0
669,SK,0,0,1
667,MB,-1,-1,0
667,MB,-1,0,1
667,MB,0,-1,0
667,MB,0,0,0
662,SK,-1,-1,1
662,SK,-1,0,0
662,SK,0,-1,0
662,SK,0,0,0
661,SK,-1,-1,1
661,SK,-1,0,0
661,SK,0,-1,0
661,SK,0,0,0
660,SK,-1,-1,1
660,SK,-1,0,0
660,SK,0,-1,0
660,SK,0,0,0
658,SK,-1,-1,1
658,SK,-1,0,0
658,SK,0,-1,0
658,SK,0,0,0
657,SK,-1,-1,1
657,SK,-1,0,0
657,SK,0,-1,0
657,SK,0,0,0
652,SK,-1,-1,1
652,SK,-1,0,0
652,SK,0,-1,0
652,SK,0,0,0
650,AB,-1,-1,1
650,AB,-1,0,0
650,AB,0,-1,0
650,AB,0,0,0
647,SK,-1,-1,1
647,SK,-1,0,0
647,SK,0,-1,0
647,SK,0,0,0
631,AB,-1,-1,0.45079979
631,AB,-1,0,0.54920021
631,AB,0,-1,0
631,AB,0,0,0
630,AB,-1,-1,0.99088104
630,AB,-1,0,0.00911896
630,AB,0,-1,0
630,AB,0,0,0
629,AB,-1,-1,0.8791694
629,AB,-1,0,0.1208306
629,AB,0,-1,0
629,AB,0,0,0
626,AB,-1,-1,1
626,AB,-1,0,0
626,AB,0,-1,0
626,AB,0,0,0
625,AB,-1,-1,1
625,AB,-1,0,0
625,AB,0,-1,0
625,AB,0,0,0
623,AB,-1,-1,0.79705097
623,AB,-1,0,0.20294903
623,AB,0,-1,0
623,AB,0,0,0
622,AB,-1,-1,0.96525409
622,AB,-1,0,0.03474591
622,AB,0,-1,0
622,AB,0,0,0
619,AB,-1,-1,1
619,AB,-1,0,0
619,AB,0,-1,0
619,AB,0,0,0
618,AB,-1,-1,1
618,AB,-1,0,0
618,AB,0,-1,0
618,AB,0,0,0
618,BC,-1,-1,0.88475433
618,BC,-1,0,0.11334147
618,BC,0,-1,0.0019042
618,BC,0,0,0
617,AB,-1,-1,0.82685431
617,AB,-1,0,0.17314569
617,AB,0,-1,0
617,AB,0,0,0
616,AB,-1,-1,0.84116861
616,AB,-1,0,0.15883139
616,AB,0,-1,0
616,AB,0,0,0
615,AB,-1,-1,0.98308955
615,AB,-1,0,0.01691045
615,AB,0,-1,0
615,AB,0,0,0
612,AB,-1,-1,0.79627796
612,AB,-1,0,0.20372204
612,AB,0,-1,0
612,AB,0,0,0
611,AB,-1,-1,1
611,AB,-1,0,0
611,AB,0,-1,0
611,AB,0,0,0
610,AB,-1,-1,0.72110012
610,AB,-1,0,0.27889988
610,AB,0,-1,0
610,AB,0,0,0
610,BC,-1,-1,1
610,BC,-1,0,0
610,BC,0,-1,0
610,BC,0,0,0
609,AB,-1,-1,0
609,AB,-1,0,1
609,AB,0,-1,0
609,AB,0,0,0
600,AB,-1,-1,0.98349088
600,AB,-1,0,0.01650912
600,AB,0,-1,0
600,AB,0,0,0
599,AB,-1,-1,0.05608698
599,AB,-1,0,0.94391302
599,AB,0,-1,0
599,AB,0,0,0
598,AB,-1,-1,0.32141445
598,AB,-1,0,0.67858555
598,AB,0,-1,0
598,AB,0,0,0
597,AB,-1,-1,0.77226321
597,AB,-1,0,0.22773679
597,AB,0,-1,0
597,AB,0,0,0
596,AB,-1,-1,0.84545813
596,AB,-1,0,0.15454187
596,AB,0,-1,0
596,AB,0,0,0
595,AB,-1,-1,0.36988947
595,AB,-1,0,0.63011053
595,AB,0,-1,0
595,AB,0,0,0
594,AB,-1,-1,0.7543618
594,AB,-1,0,0.2456382
594,AB,0,-1,0
594,AB,0,0,0
593,AB,-1,-1,0.35297054
593,AB,-1,0,0.64702946
593,AB,0,-1,0
593,AB,0,0,0
592,AB,-1,-1,0.56160297
592,AB,-1,0,0.43839703
592,AB,0,-1,0
592,AB,0,0,0
591,AB,-1,-1,0.47356048
591,AB,-1,0,0.52643952
591,AB,0,-1,0
591,AB,0,0,0
591,BC,-1,-1,0.48491609
591,BC,-1,0,0.4948436
591,BC,0,-1,0.01738964
591,BC,0,0,0.00285067
590,AB,-1,-1,0.65314754
590,AB,-1,0,0.34685246
590,AB,0,-1,0
590,AB,0,0,0
589,AB,-1,-1,1
589,AB,-1,0,0
589,AB,0,-1,0
589,AB,0,0,0
588,AB,-1,-1,0.49526264
588,AB,-1,0,0.50473736
588,AB,0,-1,0
588,AB,0,0,0
587,AB,-1,-1,0.74496611
587,AB,-1,0,0.25503389
587,AB,0,-1,0
587,AB,0,0,0
586,AB,-1,-1,0.7043854
586,AB,-1,0,0.2956146
586,AB,0,-1,0
586,AB,0,0,0
585,BC,-1,-1,0.60149066
585,BC,-1,0,0.39616659
585,BC,0,-1,0.00234274
585,BC,0,0,0
584,AB,-1,-1,1
584,AB,-1,0,0
584,AB,0,-1,0
584,AB,0,0,0
583,AB,-1,-1,0.70909547
583,AB,-1,0,0.29090453
583,AB,0,-1,0
583,AB,0,0,0
583,BC,-1,-1,0.46924028
583,BC,-1,0,0.53075972
583,BC,0,-1,0
583,BC,0,0,0
581,BC,-1,-1,0.21496838
581,BC,-1,0,0.75950204
581,BC,0,-1,0.02552958
581,BC,0,0,0
572,ON,-1,-1,0.23882809
572,ON,-1,0,0.43965451
572,ON,0,-1,0.05153048
572,ON,0,0,0.26998693
571,ON,-1,-1,0.56322457
571,ON,-1,0,0.33971427
571,ON,0,-1,0.09706116
571,ON,0,0,0
570,ON,-1,-1,0.07618511
570,ON,-1,0,0.88939794
570,ON,0,-1,0.03441695
570,ON,0,0,0
569,ON,-1,-1,0.06167551
569,ON,-1,0,0.92578306
569,ON,0,-1,0.00205648
569,ON,0,0,0.01048495
568,ON,-1,-1,0.49279498
568,ON,-1,0,0.08632826
568,ON,0,-1,0.42087676
568,ON,0,0,0
567,ON,-1,-1,0.02637031
567,ON,-1,0,0.39043707
567,ON,0,-1,0.11523813
567,ON,0,0,0.4679545
566,ON,-1,-1,0.02245935
566,ON,-1,0,0.95183605
566,ON,0,-1,0
566,ON,0,0,0.0257046
565,ON,-1,-1,0.15510879
565,ON,-1,0,0.59669935
565,ON,0,-1,0.00928655
565,ON,0,0,0.23890531
564,ON,-1,-1,0.07084066
564,ON,-1,0,0.70971625
564,ON,0,-1,0.20360344
564,ON,0,0,0.01583964
563,ON,-1,-1,0
563,ON,-1,0,1
563,ON,0,-1,0
563,ON,0,0,0
562,ON,-1,-1,0
562,ON,-1,0,1
562,ON,0,-1,0
562,ON,0,0,0
561,ON,-1,-1,0.03112757
561,ON,-1,0,0.9564214
561,ON,0,-1,0
561,ON,0,0,0.01245102
560,ON,-1,-1,0.10580428
560,ON,-1,0,0.40487027
560,ON,0,-1,0.463047
560,ON,0,0,0.02627845
559,ON,-1,-1,0
559,ON,-1,0,1
559,ON,0,-1,0
559,ON,0,0,0
558,ON,-1,-1,0.5394617
558,ON,-1,0,0.28789009
558,ON,0,-1,0.00692459
558,ON,0,0,0.16572362
557,ON,-1,-1,0.04603583
557,ON,-1,0,0.71152895
557,ON,0,-1,0.0385963
557,ON,0,0,0.20383892
556,ON,-1,-1,0.30834634
556,ON,-1,0,0.49799666
556,ON,0,-1,0.04871251
556,ON,0,0,0.14494449
555,ON,-1,-1,0.32770938
555,ON,-1,0,0.46186451
555,ON,0,-1,0
555,ON,0,0,0.2104261
554,ON,-1,-1,0.77778111
554,ON,-1,0,0.19596187
554,ON,0,-1,0
554,ON,0,0,0.02625702
553,ON,-1,-1,0.34582096
553,ON,-1,0,0.45544655
553,ON,0,-1,0.04846339
553,ON,0,0,0.1502691
552,ON,-1,-1,0.76243271
552,ON,-1,0,0.18526201
552,ON,0,-1,0
552,ON,0,0,0.05230527
551,ON,-1,-1,0.31558942
551,ON,-1,0,0.6019842
551,ON,0,-1,0.00462891
551,ON,0,0,0.07779747
550,ON,-1,-1,0.09055739
550,ON,-1,0,0.84846966
550,ON,0,-1,0.00831136
550,ON,0,0,0.05266159
549,ON,-1,-1,0
549,ON,-1,0,0.9800518
549,ON,0,-1,0
549,ON,0,0,0.0199482
548,QC,-1,-1,1
548,QC,-1,0,0
548,QC,0,-1,0
548,QC,0,0,0
547,ON,-1,-1,0.09596002
547,ON,-1,0,0.46245679
547,ON,0,-1,0.00216515
547,ON,0,0,0.43941803
546,ON,-1,-1,0
546,ON,-1,0,0.47205317
546,ON,0,-1,0.22209109
546,ON,0,0,0.30585574
546,QC,-1,-1,0
546,QC,-1,0,1
546,QC,0,-1,0
546,QC,0,0,0
545,ON,-1,-1,0.06516675
545,ON,-1,0,0.75761206
545,ON,0,-1,0
545,ON,0,0,0.17722118
544,ON,-1,-1,0.01627843
544,ON,-1,0,0.64464274
544,ON,0,-1,0.06500128
544,ON,0,0,0.27407755
543,ON,-1,-1,0.00525842
543,ON,-1,0,0.99058032
543,ON,0,-1,0
543,ON,0,0,0.00416126
543,QC,-1,-1,0
543,QC,-1,0,1
543,QC,0,-1,0
543,QC,0,0,0
542,ON,-1,-1,0.02370511
542,ON,-1,0,0.97629489
542,ON,0,-1,0
542,ON,0,0,0
541,ON,-1,-1,0
541,ON,-1,0,0.85379138
541,ON,0,-1,0
541,ON,0,0,0.14620862
541,QC,-1,-1,0.3513391
541,QC,-1,0,0.63802749
541,QC,0,-1,0
541,QC,0,0,0.0106334
540,QC,-1,-1,0.700211
540,QC,-1,0,0.299789
540,QC,0,-1,0
540,QC,0,0,0
539,QC,-1,-1,0.40714777
539,QC,-1,0,0.59285223
539,QC,0,-1,0
539,QC,0,0,0
538,PE,-1,-1,1
538,PE,-1,0,0
538,PE,0,-1,0
538,PE,0,0,0
537,PE,-1,-1,1
537,PE,-1,0,0
537,PE,0,-1,0
537,PE,0,0,0
536,PE,-1,-1,1
536,PE,-1,0,0
536,PE,0,-1,0
536,PE,0,0,0
535,PE,-1,-1,1
535,PE,-1,0,0
535,PE,0,-1,0
535,PE,0,0,0
534,PE,-1,-1,1
534,PE,-1,0,0
534,PE,0,-1,0
534,PE,0,0,0
531,NS,-1,-1,1
531,NS,-1,0,0
531,NS,0,-1,0
531,NS,0,0,0
530,NS,-1,-1,1
530,NS,-1,0,0
530,NS,0,-1,0
530,NS,0,0,0
529,NS,-1,-1,1
529,NS,-1,0,0
529,NS,0,-1,0
529,NS,0,0,0
528,NS,-1,-1,1
528,NS,-1,0,0
528,NS,0,-1,0
528,NS,0,0,0
527,NS,-1,-1,1
527,NS,-1,0,0
527,NS,0,-1,0
527,NS,0,0,0
525,NS,-1,-1,1
525,NS,-1,0,0
525,NS,0,-1,0
525,NS,0,0,0
524,NS,-1,-1,1
524,NS,-1,0,0
524,NS,0,-1,0
524,NS,0,0,0
523,NS,-1,-1,1
523,NS,-1,0,0
523,NS,0,-1,0
523,NS,0,0,0
522,NS,-1,-1,1
522,NS,-1,0,0
522,NS,0,-1,0
522,NS,0,0,0
521,NS,-1,-1,1
521,NS,-1,0,0
521,NS,0,-1,0
521,NS,0,0,0
520,NS,-1,-1,1
520,NS,-1,0,0
520,NS,0,-1,0
520,NS,0,0,0
519,NS,-1,-1,1
519,NS,-1,0,0
519,NS,0,-1,0
519,NS,0,0,0
518,NS,-1,-1,1
518,NS,-1,0,0
518,NS,0,-1,0
518,NS,0,0,0
517,NS,-1,-1,1
517,NS,-1,0,0
517,NS,0,-1,0
517,NS,0,0,0
516,NS,-1,-1,1
516,NS,-1,0,0
516,NS,0,-1,0
516,NS,0,0,0
514,NS,-1,-1,1
514,NS,-1,0,0
514,NS,0,-1,0
514,NS,0,0,0
513,NS,-1,-1,1
513,NS,-1,0,0
513,NS,0,-1,0
513,NS,0,0,0
512,NS,-1,-1,1
512,NS,-1,0,0
512,NS,0,-1,0
512,NS,0,0,0
511,NS,-1,-1,1
511,NS,-1,0,0
511,NS,0,-1,0
511,NS,0,0,0
510,NS,-1,-1,1
510,NS,-1,0,0
510,NS,0,-1,0
510,NS,0,0,0
509,NS,-1,-1,1
509,NS,-1,0,0
509,NS,0,-1,0
509,NS,0,0,0
508,NB,-1,-1,1
508,NB,-1,0,0
508,NB,0,-1,0
508,NB,0,0,0
507,NB,-1,-1,0.50292975
507,NB,-1,0,0.49707025
507,NB,0,-1,0
507,NB,0,0,0
507,NS,-1,-1,1
507,NS,-1,0,0
507,NS,0,-1,0
507,NS,0,0,0
506,NB,-1,-1,1
506,NB,-1,0,0
506,NB,0,-1,0
506,NB,0,0,0
505,NB,-1,-1,1
505,NB,-1,0,0
505,NB,0,-1,0
505,NB,0,0,0
504,NB,-1,-1,1
504,NB,-1,0,0
504,NB,0,-1,0
504,NB,0,0,0
504,NS,-1,-1,1
504,NS,-1,0,0
504,NS,0,-1,0
504,NS,0,0,0
503,NB,-1,-1,1
503,NB,-1,0,0
503,NB,0,-1,0
503,NB,0,0,0
502,NB,-1,-1,1
502,NB,-1,0,0
502,NB,0,-1,0
502,NB,0,0,0
501,NB,-1,-1,1
501,NB,-1,0,0
501,NB,0,-1,0
501,NB,0,0,0
500,NB,-1,-1,0.99450738
500,NB,-1,0,0.00549262
500,NB,0,-1,0
500,NB,0,0,0
499,NB,-1,-1,1
499,NB,-1,0,0
499,NB,0,-1,0
499,NB,0,0,0
498,NB,-1,-1,1
498,NB,-1,0,0
498,NB,0,-1,0
498,NB,0,0,0
497,NB,-1,-1,0.70820468
497,NB,-1,0,0.29179532
497,NB,0,-1,0
497,NB,0,0,0
496,NB,-1,-1,0.87914548
496,NB,-1,0,0.12085452
496,NB,0,-1,0
496,NB,0,0,0
495,NB,-1,-1,0.79303483
495,NB,-1,0,0.20696517
495,NB,0,-1,0
495,NB,0,0,0
494,NB,-1,-1,0.82283311
494,NB,-1,0,0.17716689
494,NB,0,-1,0
494,NB,0,0,0
493,NB,-1,-1,0.6262511
493,NB,-1,0,0.3737489
493,NB,0,-1,0
493,NB,0,0,0
490,NB,-1,-1,0.37259105
490,NB,-1,0,0.62740895
490,NB,0,-1,0
490,NB,0,0,0
489,NB,-1,-1,0.93463872
489,NB,-1,0,0.06536128
489,NB,0,-1,0
489,NB,0,0,0
488,NB,-1,-1,1
488,NB,-1,0,0
488,NB,0,-1,0
488,NB,0,0,0
487,NB,-1,-1,0.38076687
487,NB,-1,0,0.61923313
487,NB,0,-1,0
487,NB,0,0,0
487,QC,-1,-1,1
487,QC,-1,0,0
487,QC,0,-1,0
487,QC,0,0,0
486,NB,-1,-1,0.70159221
486,NB,-1,0,0.29840779
486,NB,0,-1,0
486,NB,0,0,0
485,NB,-1,-1,1
485,NB,-1,0,0
485,NB,0,-1,0
485,NB,0,0,0
484,NB,-1,-1,1
484,NB,-1,0,0
484,NB,0,-1,0
484,NB,0,0,0
484,QC,-1,-1,1
484,QC,-1,0,0
484,QC,0,-1,0
484,QC,0,0,0
483,QC,-1,-1,0.54464792
483,QC,-1,0,0.45535208
483,QC,0,-1,0
483,QC,0,0,0
482,QC,-1,-1,0.83808968
482,QC,-1,0,0.16191032
482,QC,0,-1,0
482,QC,0,0,0
481,QC,-1,-1,1
481,QC,-1,0,0
481,QC,0,-1,0
481,QC,0,0,0
479,QC,-1,-1,0.92182549
479,QC,-1,0,0.07817451
479,QC,0,-1,0
479,QC,0,0,0
478,QC,-1,-1,0.93413663
478,QC,-1,0,0.06586337
478,QC,0,-1,0
478,QC,0,0,0
477,NL,-1,-1,0
477,NL,-1,0,1
477,NL,0,-1,0
477,NL,0,0,0
475,NL,-1,-1,0.80792641
475,NL,-1,0,0.19207359
475,NL,0,-1,0
475,NL,0,0,0
471,NL,-1,-1,1
471,NL,-1,0,0
471,NL,0,-1,0
471,NL,0,0,0
468,NL,-1,-1,1
468,NL,-1,0,0
468,NL,0,-1,0
468,NL,0,0,0
466,NL,-1,-1,0.48969892
466,NL,-1,0,0.51030108
466,NL,0,-1,0
466,NL,0,0,0
463,NL,-1,-1,1
463,NL,-1,0,0
463,NL,0,-1,0
463,NL,0,0,0
462,NL,-1,-1,1
462,NL,-1,0,0
462,NL,0,-1,0
462,NL,0,0,0
461,NL,-1,-1,1
461,NL,-1,0,0
461,NL,0,-1,0
461,NL,0,0,0
460,NL,-1,-1,1
460,NL,-1,0,0
460,NL,0,-1,0
460,NL,0,0,0
458,NL,-1,-1,0.28467183
458,NL,-1,0,0.71532817
458,NL,0,-1,0
458,NL,0,0,0
455,NL,-1,-1,1
455,NL,-1,0,0
455,NL,0,-1,0
455,NL,0,0,0
441,QC,-1,-1,0.93778139
441,QC,-1,0,0.06221861
441,QC,0,-1,0
441,QC,0,0,0
440,QC,-1,-1,1
440,QC,-1,0,0
440,QC,0,-1,0
440,QC,0,0,0
439,QC,-1,-1,1
439,QC,-1,0,0
439,QC,0,-1,0
439,QC,0,0,0
438,QC,-1,-1,0.75
438,QC,-1,0,0.25
438,QC,0,-1,0
438,QC,0,0,0
431,QC,-1,-1,1
431,QC,-1,0,0
431,QC,0,-1,0
431,QC,0,0,0
426,QC,-1,-1,0.81463616
426,QC,-1,0,0.18536384
426,QC,0,-1,0
426,QC,0,0,0
425,QC,-1,-1,0.63576205
425,QC,-1,0,0.36423795
425,QC,0,-1,0
425,QC,0,0,0
424,QC,-1,-1,0.86277614
424,QC,-1,0,0.13722386
424,QC,0,-1,0
424,QC,0,0,0
423,QC,-1,-1,0.84246368
423,QC,-1,0,0.15753632
423,QC,0,-1,0
423,QC,0,0,0
422,QC,-1,-1,0.59649123
422,QC,-1,0,0.40350877
422,QC,0,-1,0
422,QC,0,0,0
421,QC,-1,-1,0.91987179
421,QC,-1,0,0.08012821
421,QC,0,-1,0
421,QC,0,0,0
419,QC,-1,-1,1
419,QC,-1,0,0
419,QC,0,-1,0
419,QC,0,0,0
418,QC,-1,-1,0.99789889
418,QC,-1,0,0.00210111
418,QC,0,-1,0
418,QC,0,0,0
415,QC,-1,-1,0.45576132
415,QC,-1,0,0.54423868
415,QC,0,-1,0
415,QC,0,0,0
413,ON,-1,-1,0.16172194
413,ON,-1,0,0.83827806
413,ON,0,-1,0
413,ON,0,0,0
412,ON,-1,-1,0
412,ON,-1,0,1
412,ON,0,-1,0
412,ON,0,0,0
411,ON,-1,-1,0.10764375
411,ON,-1,0,0.69403676
411,ON,0,-1,0
411,ON,0,0,0.19831949
410,ON,-1,-1,0.08712221
410,ON,-1,0,0.47726675
410,ON,0,-1,0
410,ON,0,0,0.43561104
409,ON,-1,-1,0.26598395
409,ON,-1,0,0.64710767
409,ON,0,-1,0
409,ON,0,0,0.08690839
408,ON,-1,-1,0
408,ON,-1,0,0
408,ON,0,-1,0
408,ON,0,0,1
408,QC,-1,-1,0.50342642
408,QC,-1,0,0.49657358
408,QC,0,-1,0
408,QC,0,0,0
407,ON,-1,-1,0
407,ON,-1,0,0.71066419
407,ON,0,-1,0
407,ON,0,0,0.28933581
402,ON,-1,-1,0
402,ON,-1,0,0
402,ON,0,-1,0
402,ON,0,0,1
401,ON,-1,-1,0.00321431
401,ON,-1,0,0.12269653
401,ON,0,-1,0
401,ON,0,0,0.87408916
401,QC,-1,-1,0.5032642
401,QC,-1,0,0.4967358
401,QC,0,-1,0
401,QC,0,0,0
400,ON,-1,-1,0
400,ON,-1,0,0
400,ON,0,-1,0
400,ON,0,0,1
391,ON,-1,-1,1
391,ON,-1,0,0
391,ON,0,-1,0
391,ON,0,0,0
386,ON,-1,-1,0
386,ON,-1,0,0
386,ON,0,-1,1
386,ON,0,0,0
383,ON,-1,-1,0.051043
383,ON,-1,0,0.41622755
383,ON,0,-1,0.02528842
383,ON,0,0,0.50744103
381,ON,-1,-1,0
381,ON,-1,0,0
381,ON,0,-1,0
381,ON,0,0,1
380,MB,-1,-1,0.41642856
380,MB,-1,0,0.41661518
380,MB,0,-1,0
380,MB,0,0,0.16695626
379,MB,-1,-1,0.92676041
379,MB,-1,0,0
379,MB,0,-1,0
379,MB,0,0,0.07323959
378,ON,-1,-1,0
378,ON,-1,0,0.30895836
378,ON,0,-1,0.13491615
378,ON,0,0,0.55612549
376,MB,-1,-1,1
376,MB,-1,0,0
376,MB,0,-1,0
376,MB,0,0,0
375,MB,-1,-1,0.21433967
375,MB,-1,0,0.61905768
375,MB,0,-1,0.10088787
375,MB,0,0,0.06571478
374,ON,-1,-1,0
374,ON,-1,0,0
374,ON,0,-1,1
374,ON,0,0,0
371,MB,-1,-1,0
371,MB,-1,0,1
371,MB,0,-1,0
371,MB,0,0,0
252,BC,-1,-1,1
252,BC,-1,0,0
252,BC,0,-1,0
252,BC,0,0,0
244,AB,-1,-1,1
244,AB,-1,0,0
244,AB,0,-1,0
244,AB,0,0,0
244,BC,-1,-1,1
244,BC,-1,0,0
244,BC,0,-1,0
244,BC,0,0,0
