ECODISTRIC,PROVINCE,YEAR,ANCOARSE,ANMED,ANFINE,PERCOARSE,PERMED,PERFINE,PERCAC,PERCAM,PERCAF,PERCPC,PERCPM,PERCPF
729,SK,2018,18622.862,340490.135,0,10877.708,127750.291,0,5,95,0,8,92,0
730,AB,2018,45101.091,403982.586,11113.889,22539.288,167327.143,5637.5,10,88,2,12,86,3
731,AB,2018,19914.065,439581.325,0,13398.935,144679.744,0,4,96,0,8,92,0
732,AB,2018,0,14550.3,0,0,14579.1,0,0,100,0,0,100,0
733,SK,2018,25638.245,138717.082,8899.671,9141.814,53403.451,1725.738,15,80,5,14,83,3
734,SK,2018,23915.92,11671.083,0,16927.195,2687.804,0,67,33,0,86,14,0
735,SK,2018,3640.041,154577.962,0,3763.584,31918.423,0,2,98,0,11,89,0
736,SK,2018,35388.409,208114.371,7393.224,10199.771,40079.735,959.493,14,83,3,20,78,2
737,AB,2018,21192,113880.45,15679.25,10793.9,63263.95,7460.25,14,76,10,13,78,9
738,AB,2018,7600.36,126628.53,0,5253.85,25335.52,0,6,94,0,17,83,0
739,AB,2018,81347.653,9484.2,0,88779.918,7148.7,0,90,10,0,93,7,0
739,SK,2018,25934.707,3447.294,0,23602.126,1173.875,0,88,12,0,95,5,0
740,AB,2018,15338.2,147714.601,0,9977.6,67970.7,0,9,91,0,13,87,0
741,SK,2018,4226.924,149854.35,1336.724,340.145,16506.678,150.176,3,96,1,2,97,1
742,SK,2018,25390.786,11729.214,0,10366.157,334.844,0,68,32,0,97,3,0
743,AB,2018,1878.3,75462.437,0,709.2,35541.562,0,2,98,0,2,98,0
743,SK,2018,3140.126,5448.427,2052.444,1457.671,3040.994,1133.333,30,51,19,26,54,20
744,AB,2018,0,184853.37,14612.48,0,67943.39,2510.56,0,93,7,0,96,4
745,SK,2018,25445.881,714582.383,3316.743,7244.81,94595.07,467.114,3,96,0,7,92,0
746,AB,2018,0,144644.15,0,0,73380.85,0,0,100,0,0,100,0
747,SK,2018,22338.077,41331.922,0,17001.552,8465.447,0,35,65,0,67,33,0
748,SK,2018,5692.129,596872.554,815.319,1607.9,159183.295,111.807,1,99,0,1,99,0
749,SK,2018,13441.159,358429.841,0,6722.207,72321.79,0,4,96,0,9,91,0
750,AB,2018,0,50100.14,11724.26,0,88733.63,21503.97,0,81,19,0,80,20
751,MB,2018,8657.593,36074.762,0,10253.614,16495.384,0,19,81,0,38,62,0
751,SK,2018,11612.984,13415.864,0,7078.167,5844.832,0,46,54,0,55,45,0
752,MB,2018,0,98373.796,1388.202,0,49075.32,632.682,0,99,1,0,99,1
752,SK,2018,12091.528,377086.476,0,5844.154,134261.835,0,3,97,0,4,96,0
753,MB,2018,3054.031,443249.687,6499.275,1590.852,128450.421,2770.725,1,98,1,1,97,2
754,SK,2018,2786.68,152205.897,54999.42,1761.228,31890.323,10075.451,1,72,26,4,73,23
755,SK,2018,2287.949,171181.05,0,515.901,41912.098,0,1,99,0,1,99,0
756,SK,2018,6165.724,311496.27,0,1024.161,100160.837,0,2,98,0,1,99,0
757,MB,2018,63445.792,25970.206,1572.65,31015.554,6358.45,0,70,29,2,83,17,0
758,MB,2018,43084.676,122785.256,9533.463,19231.367,29378.196,6859.318,25,70,5,35,53,12
759,MB,2018,4956.304,35144.696,0,1774.708,12584.292,0,12,88,0,12,88,0
760,MB,2018,0,81480,0,1203.968,23542.032,0,0,100,0,5,95,0
760,SK,2018,4566.94,321806.057,0,2436.247,119847.754,0,1,99,0,2,98,0
761,SK,2018,0,12449.998,1814,0,9630.001,1016,0,87,13,0,90,10
762,SK,2018,20433.341,65472.658,0,14748.115,28796.884,0,24,76,0,34,66,0
763,MB,2018,90807.249,56789.249,6581.501,51260.82,23768.75,4491.436,59,37,4,64,30,6
763,SK,2018,28781.437,15418.565,0,21654.437,2360.563,0,65,35,0,90,10,0
764,MB,2018,0,72309.003,0,1136.282,22518.719,0,0,100,0,5,95,0
765,MB,2018,3466.552,337675.454,0,4513.343,73220.658,0,1,99,0,6,94,0
766,MB,2018,957.928,189241.075,0,614.407,35364.592,0,1,99,0,2,98,0
767,SK,2018,3749.814,433908.028,45801.158,678.965,46733.334,5308.707,1,90,9,1,89,10
768,SK,2018,0,41614.999,0,0,8829.997,0,0,100,0,0,100,0
769,AB,2018,0,92318.5,0,0,72113.15,0,0,100,0,0,100,0
770,SK,2018,64429.084,227558.545,8623.373,26685.785,37957.634,1474.585,21,76,3,40,57,2
771,AB,2018,12550.117,73410.185,206,9823.721,51604.67,126.2,15,85,0,16,84,0
771,SK,2018,0,43614.239,1389.759,359.277,15312.246,633.474,0,97,3,2,94,4
772,SK,2018,13149.467,28879.536,0,10225.357,2731.642,0,31,69,0,79,21,0
773,SK,2018,11096.213,251115.795,28745.998,3362.83,45420.901,6465.268,4,86,10,6,82,12
774,SK,2018,0,64562,0,0,8437.999,0,0,100,0,0,100,0
775,SK,2018,3271.96,70899.039,0,320.302,10861.697,0,4,96,0,3,97,0
776,SK,2018,38442.823,9653.175,0,23486.707,2071.292,0,80,20,0,92,8,0
777,AB,2018,9829.9,2136.75,0,13292.25,3143.85,0,82,18,0,81,19,0
778,SK,2018,19630.815,8270.186,0,4992.661,2103.338,0,70,30,0,70,30,0
779,AB,2018,0,28494.9,0,0,18621.9,0,0,100,0,0,100,0
780,SK,2018,8109.716,52263.379,262719.904,1497.112,4025.02,20311.871,3,16,81,6,16,79
781,AB,2018,12871.6,55427.09,149155.21,4418.96,13828.334,17339.286,6,25,69,12,39,49
782,SK,2018,15062.087,530256.915,0,7982.059,88103.943,0,3,97,0,8,92,0
783,SK,2018,0,265072.001,0,0,49652.001,0,0,100,0,0,100,0
784,SK,2018,11522.659,72421.445,2171.896,4589.532,17126.81,302.658,13,84,3,21,78,1
785,SK,2018,0,75977.097,5898.903,0,16123.839,830.162,0,93,7,0,95,5
786,AB,2018,0,96237.3,16.6,0,34397.15,18.9,0,100,0,0,100,0
787,AB,2018,0,46469.7,0,0,12102.2,0,0,100,0,0,100,0
788,AB,2018,0,50852,15408,0,11875.2,3115.8,0,77,23,0,79,21
789,SK,2018,13932.128,127383.582,2644.291,10690.499,20584.221,142.281,10,88,2,34,66,0
790,AB,2018,14607.6,42344.4,0,3845.8,8557.6,0,26,74,0,31,69,0
791,AB,2018,0,191398,0,0,31311,0,0,100,0,0,100,0
792,SK,2018,28079.469,58966.084,600601.442,20312.681,6218.666,58698.651,4,9,87,24,7,69
793,AB,2018,45412.522,357003.163,23235.612,18234.434,106591.348,5292.553,11,84,5,14,82,4
794,SK,2018,0,435723.001,0,0,93639.002,0,0,100,0,0,100,0
795,SK,2018,0,234102,0,541.08,58149.92,0,0,100,0,1,99,0
796,SK,2018,12804.916,47164.083,0,8411.983,18946.998,0,21,79,0,31,69,0
797,AB,2018,1546.3,15833.5,44.5,1239,8351.512,59,9,91,0,13,87,1
798,AB,2018,30211.6,295805.2,28091.6,14203.5,116411.04,10999.06,9,84,8,10,82,8
799,AB,2018,0,41671,0,0,66639,0,0,100,0,0,100,0
800,AB,2018,0,73539.35,72225.45,0,45771.07,38210.69,0,50,50,0,55,45
801,AB,2018,0,27882,2328,0,41581.7,3543.3,0,92,8,0,92,8
802,AB,2018,0,59178.5,0,430.14,42100.15,0,0,100,0,1,99,0
803,SK,2018,6141.795,104773.202,54417.005,2302.237,10655.915,4698.849,4,63,33,13,60,27
804,AB,2018,11198.74,36137.36,0,12247.44,20278.46,0,24,76,0,38,62,0
805,AB,2018,4086.795,6602.115,3742.089,1839.109,1864.877,1057.014,28,46,26,39,39,22
805,SK,2018,4227.551,42855.817,24754.63,1317.118,5991.547,2697.333,6,60,34,13,60,27
806,AB,2018,1243.9,54976.84,336.7,2404.2,76924.63,557.9,2,97,1,3,96,1
807,SK,2018,0,65630.942,8911.054,0,6750.061,594.942,0,88,12,0,92,8
808,SK,2018,3001.838,108771.261,425158.901,592.355,10811.72,33395.925,1,20,79,1,24,75
809,AB,2018,3392.95,93973.4,0,3549.005,43848.645,0,3,97,0,7,93,0
809,SK,2018,3872.571,107131.203,27342.226,765.184,8908.607,960.21,3,77,20,7,84,9
810,SK,2018,0,92723.998,0,0,17777.001,0,0,100,0,0,100,0
811,AB,2018,4431,4493.185,30653.315,837.6,939.713,7136.087,11,11,77,9,11,80
811,SK,2018,0,331.908,885.091,0,69.819,186.182,0,27,73,0,27,73
812,AB,2018,28211.45,23045.32,22147.3,27045.574,15321.735,13959.8,38,31,30,48,27,25
813,SK,2018,2657.778,78297.926,36433.296,1424.869,19673.894,7904.235,2,67,31,5,68,27
814,AB,2018,963.9,9428.67,0,1186.2,9410.6,0,9,91,0,11,89,0
815,AB,2018,18820.2,14825.828,0,12380.9,9391.464,0,56,44,0,57,43,0
815,SK,2018,21498.573,7720.43,0,2893.254,1782.743,0,74,26,0,62,38,0
816,SK,2018,37604.26,307081.269,24781.473,32026.526,86977.228,4291.252,10,83,7,26,71,3
817,SK,2018,0,86780.914,3463.085,0,8228.937,296.063,0,96,4,0,97,3
818,AB,2018,0,29790.7,0,0,19079.6,0,0,100,0,0,100,0
819,SK,2018,20716.77,5946.23,0,5125.435,1418.567,0,78,22,0,78,22,0
820,SK,2018,739.92,168823.908,749.169,0,34387,0,0,99,0,0,100,0
821,AB,2018,1471.109,78293.492,559.619,1134.119,29702.708,570.811,2,97,1,4,95,2
821,SK,2018,552.762,151871.236,0,1095.155,45241.844,0,0,100,0,2,98,0
822,SK,2018,4737.031,125594.633,1434.333,2444.999,49768.767,702.234,4,95,1,5,94,1
823,AB,2018,25494.277,124965.219,0,5569.456,25396.546,0,17,83,0,18,82,0
824,SK,2018,19571.308,61501.386,1387.309,10114.252,24545.748,0,24,75,2,29,71,0
825,SK,2018,0,425006.007,0,1176.123,101196.88,0,0,100,0,1,99,0
826,SK,2018,12546.837,573253.831,88581.332,11517.797,143908.665,10776.977,2,85,13,7,87,6
827,SK,2018,20103.354,8403.876,1414.772,27955.107,11018.894,1495.001,67,28,5,69,27,4
828,AB,2018,18949.857,568966.844,0,2986.633,82544.567,0,3,97,0,3,97,0
829,AB,2018,23104.45,11266.15,0,4153.45,2188.55,0,67,33,0,65,35,0
830,SK,2018,12098.189,235040.581,34199.234,8084.369,77790.693,8301.938,4,84,12,9,83,9
831,SK,2018,5626.96,125307.255,1345.788,1284.533,29252.466,0,4,95,1,4,96,0
832,SK,2018,11602.591,232752.614,807.795,8360.859,126380.649,752.487,5,95,0,6,93,1
833,AB,2018,47.5,18245,14.25,115.5,5656,34.65,0,100,0,2,97,1
833,SK,2018,0,28774.791,21371.207,0,25201.711,13464.29,0,57,43,0,65,35
834,SK,2018,0,57136.836,138103.165,0,11694.256,36717.743,0,29,71,0,24,76
835,SK,2018,0,5404.354,13210.644,0,2237.517,5469.485,0,29,71,0,29,71
836,AB,2018,0,8332,0,0,2414,0,0,100,0,0,100,0
837,AB,2018,0,19544,0,0,10721,0,0,100,0,0,100,0
837,SK,2018,0,9462.738,1942.265,0,13281.411,2536.59,0,83,17,0,84,16
838,AB,2018,451.9,2156.1,0,1183.7,3541.299,0,17,83,0,25,75,0
838,SK,2018,0,42231.616,1592.383,0,29960.973,2424.54,0,96,4,0,93,7
839,MB,2018,8119.601,72922.495,8921.904,2146.722,23527.734,2914.545,9,81,10,8,82,10
840,MB,2018,43530.459,11774.99,14173.551,20784.638,8932.238,4515.126,63,17,20,61,26,13
841,MB,2018,19337.054,14270.445,0,1608.354,46278.647,0,58,42,0,3,97,0
843,MB,2018,12976.923,7111.078,0,13186.841,6934.16,0,65,35,0,66,34,0
844,MB,2018,9718.615,35247.876,5501.509,6667.901,24630.434,3654.664,19,70,11,19,70,10
846,MB,2018,0,13995,0,0,33176,0,0,100,0,0,100,0
847,MB,2018,0,31150.499,20706.2,0,7725.85,2961.15,0,60,40,0,72,28
848,MB,2018,975.368,9134.382,0,321.263,3412.737,0,10,90,0,9,91,0
849,MB,2018,11808.167,41173.334,624803.501,3236.807,12147.065,66391.127,2,6,92,4,15,81
850,MB,2018,133721.44,31813.559,0,48809.894,5469.106,0,81,19,0,90,10,0
851,MB,2018,0,42710.945,34222.056,0,5981.254,4435.746,0,56,44,0,57,43
852,MB,2018,40768.399,92437.545,110375.059,6020.014,9597.267,10024.717,17,38,45,23,37,39
853,MB,2018,0,17064.72,31432.28,0,1125.989,2074.011,0,35,65,0,35,65
854,MB,2018,5545.875,71051.124,0,1665.375,17426.624,0,7,93,0,9,91,0
855,MB,2018,0,10814,0,0,3607,0,0,100,0,0,100,0
940,BC,2018,29,6,0,317,59,0,83,17,0,84,16,0
943,BC,2018,0,3,0,0,2,0,0,100,0,0,100,0
944,BC,2018,98.41,24.192,0.4,803.757,118.341,1.9,80,20,0,87,13,0
948,BC,2018,0,0,0,3,0,0,,,,100,0,0
950,BC,2018,38.906,523.564,0,186.716,1676.285,0,7,93,0,10,90,0
955,BC,2018,20.958,16.743,24.2,234.328,72.971,428.7,34,27,39,32,10,58
956,BC,2018,1040.359,970.118,431.03,3673.261,3015.723,1003.012,43,40,18,48,39,13
957,BC,2018,100.507,84.336,0,364.319,217.68,0,54,46,0,63,37,0
958,BC,2018,7.93,6.07,0,24.215,4.785,0,57,43,0,84,16,0
959,BC,2018,4029.751,22358.93,549.353,2986.249,17620.749,404.723,15,83,2,14,84,2
960,BC,2018,35,0,0,9,0,0,100,0,0,100,0,0
962,BC,2018,0,11,0,0,69,0,0,100,0,0,100,0
969,BC,2018,0,18.49,0,0,254,0,0,100,0,0,100,0
971,BC,2018,30.4,1.6,0,477.85,32.149,0,95,5,0,94,6,0
972,BC,2018,2508.784,1176.598,1983.43,19748.606,10120.351,17920.046,44,21,35,41,21,37
974,BC,2018,96.899,29.9,56.2,2029.246,612.633,856.12,53,16,31,58,18,24
976,BC,2018,244.562,529.998,0,3633.347,6514.651,0,32,68,0,36,64,0
977,BC,2018,361.445,710.994,0,5117.473,5926.53,0,34,66,0,46,54,0
978,BC,2018,503.846,817.468,0,4391.133,10784.867,0,38,62,0,29,71,0
979,BC,2018,1901.618,4814.377,0,16023.446,42615.554,0,28,72,0,27,73,0
980,BC,2018,20.25,5.4,1.35,180.75,48.2,12.05,75,20,5,75,20,5
981,BC,2018,2,22,30,9,491,124,4,41,56,1,79,20
982,BC,2018,1248.934,1506.408,1825.849,16270.907,16055.76,22597.333,27,33,40,30,29,41
987,BC,2018,8,8,0,82,98,0,50,50,0,46,54,0
988,BC,2018,346.59,255.41,0,969.36,481.64,0,58,42,0,67,33,0
990,BC,2018,138.421,20.574,0,601.697,76.304,0,87,13,0,89,11,0
991,BC,2018,114.911,2934.065,366.974,241.869,5844.55,1416.581,3,86,11,3,78,19
992,BC,2018,3.2,8.8,0,27.2,74.8,0,27,73,0,27,73,0
995,BC,2018,28.737,123.263,0,115.938,496.064,0,19,81,0,19,81,0
1001,BC,2018,1151.262,887.77,0,2491.123,1867.878,0,56,44,0,57,43,0
1002,BC,2018,146.9,21.1,0,837.7,110.3,0,87,13,0,88,12,0
1003,BC,2018,4,0,0,35,0,0,100,0,0,100,0,0
1004,BC,2018,800.464,1612.652,553.6,2432.889,4962.812,2231.3,27,54,19,25,52,23
1005,BC,2018,2255.796,3548.937,0,9623.822,15830.177,0,39,61,0,38,62,0
1006,BC,2018,4037.194,2919.031,0,15332.696,24448.309,0,58,42,0,39,61,0
1007,BC,2018,2909.311,2753.897,2492.92,3307.648,3085.022,4379.331,36,34,31,31,29,41
1008,BC,2018,1637.425,645.216,416.367,3817.921,1889.113,1225.968,61,24,15,55,27,18
1009,BC,2018,1372.134,325.998,0,2192.269,510.735,0,81,19,0,81,19,0
1010,BC,2018,2247.002,1074.033,0,505.259,362.741,0,68,32,0,58,42,0
1011,BC,2018,606.254,133.722,0,2793.837,583.163,0,82,18,0,83,17,0
1012,BC,2018,296.312,29.687,0,833.65,174.35,0,91,9,0,83,17,0
1013,BC,2018,251.554,106.889,85.556,2031.723,1228,1193.277,57,24,19,46,28,27
1015,BC,2018,975.122,779.881,0,3242.616,2897.383,0,56,44,0,53,47,0
1016,AB,2018,792.5,902.5,0,2489,3320,0,47,53,0,43,57,0
1017,BC,2018,104.441,34.56,0,517.92,446.08,0,75,25,0,54,46,0
1018,AB,2018,175.95,9369.4,159.05,475.35,22233.55,300.6,2,97,2,2,97,1
9593,AB,2018,0,13087,52348,0,3837.8,15351.2,0,20,80,0,20,80
9607,AB,2018,0,0,3360,0,0,1056,0,0,100,0,0,100
9609,AB,2018,550.783,6542.547,3742.65,1378.7,5764,2893.3,5,60,35,14,57,29
9687,AB,2018,7217.484,134543.446,0,4989.444,88557.956,0,5,95,0,5,95,0
9787,AB,2018,0,75547.89,0,0,20464.47,0,0,100,0,0,100,0
244,AB,2019,0,0,1302,0,0,1101,0,0,100,0,0,100
244,BC,2019,0,16.999,5,0,349.001,86,0,77,23,0,80,20
252,BC,2019,0,15,0,0,187,0,0,100,0,0,100,0
371,MB,2019,0,0,137,0,0,66,0,0,100,0,0,100
374,ON,2019,13,0,0,182,0,0,100,0,0,100,0,0
375,MB,2019,2457.747,19878.094,48499.229,1432.18,5621.719,10131.1,3,28,68,8,33,59
376,MB,2019,0,35,0,0,14,0,0,100,0,0,100,0
378,ON,2019,150,405,0,315,6667,0,27,73,0,5,95,0
379,MB,2019,1636.717,1201.684,0,1145.37,903.631,0,58,42,0,56,44,0
380,MB,2019,2240.82,134.52,2531.96,3545.14,1549.719,2091.141,46,3,52,49,22,29
381,ON,2019,0,3733,0,0,38761,0,0,100,0,0,100,0
383,ON,2019,419.142,3877.857,0,1342.429,9456.572,0,10,90,0,12,88,0
386,ON,2019,47,0,0,495,0,0,100,0,0,100,0,0
391,ON,2019,5,0,0,142,0,0,100,0,0,100,0,0
400,ON,2019,0,0,711,0,0,2416,0,0,100,0,0,100
401,ON,2019,277.085,732.862,3869.052,829.634,3299.244,12630.121,6,15,79,5,20,75
401,QC,2019,1204,48,13919.23,6144,232,71248.13,8,0,92,8,0,92
402,ON,2019,0,115,0,0,633,0,0,100,0,0,100,0
407,ON,2019,526.624,0,370.376,1385.904,0,521.096,59,0,41,73,0,27
408,ON,2019,0,29421,0,0,27663,0,0,100,0,0,100,0
408,QC,2019,2899.044,773.116,17697.079,2539.667,2530.666,16373.241,14,4,83,12,12,76
409,ON,2019,304,620,0,414,5111.001,0,33,67,0,7,93,0
410,ON,2019,52.1,225.9,0,210.8,628.2,0,19,81,0,25,75,0
411,ON,2019,6019.703,3535.301,0,25624.391,6847.61,0,63,37,0,79,21,0
412,ON,2019,0,306,1224,0,1708.2,6832.8,0,20,80,0,20,80
413,ON,2019,6395.803,1949.025,505.022,50827.128,7151.079,1430.398,72,22,6,86,12,2
415,QC,2019,938.22,0,0,1348,0,0,100,0,0,100,0,0
418,QC,2019,11344.081,882.7,691.999,14355,1814,1878.001,88,7,5,80,10,10
419,QC,2019,263,0,0,455,0,0,100,0,0,100,0,0
421,QC,2019,1431.66,0,0,2960,0,0,100,0,0,100,0,0
422,QC,2019,44,0,0,296,0,0,100,0,0,100,0,0
423,QC,2019,1109.66,772,0,4848,3599,0,59,41,0,57,43,0
424,QC,2019,2908,1503.998,1674,2688.001,3363.101,396.9,48,25,28,42,52,6
425,QC,2019,9101.779,3240.4,11307.98,33200.099,21671.93,19009.77,38,14,48,45,29,26
426,QC,2019,3409,578,0,4983,386,0,86,14,0,93,7,0
431,QC,2019,3,0,0,39,0,0,100,0,0,100,0,0
438,QC,2019,358.42,0,0,283,0,0,100,0,0,100,0,0
439,QC,2019,383,0,0,284,0,0,100,0,0,100,0,0
440,QC,2019,624,0,0,566,0,0,100,0,0,100,0,0
441,QC,2019,31869.55,38053.889,5215.619,23335.319,33850.774,3893.226,42,51,7,38,55,6
455,NF,2019,3,0,0,271,0,0,100,0,0,100,0,0
458,NF,2019,46,157.369,0,80,938,0,23,77,0,8,92,0
460,NF,2019,0,8,0,0,51,0,0,100,0,0,100,0
461,NF,2019,0,67,0,0,1111,0,0,100,0,0,100,0
462,NF,2019,0,13.001,0,0,80.001,0,0,100,0,0,100,0
463,NF,2019,0,32.002,0,0,884.999,0,0,100,0,0,100,0
466,NF,2019,19,319.551,0,37,886.001,0,6,94,0,4,96,0
468,NF,2019,0,44.8,0,0,230,0,0,100,0,0,100,0
471,NF,2019,49,115.04,0,163,333,0,30,70,0,33,67,0
475,NF,2019,0,388.68,0,0,1650.999,0,0,100,0,0,100,0
477,NF,2019,7.67,0,0,101,0,0,100,0,0,100,0,0
478,QC,2019,479,1173.699,0,2871,3611.7,0,29,71,0,44,56,0
479,QC,2019,6050.403,29922.035,5379.12,11147.741,72629.157,9020.1,15,72,13,12,78,10
481,QC,2019,0,5375,0,0,10028,0,0,100,0,0,100,0
482,QC,2019,19556.46,18284.34,0,67382,59270.102,0,52,48,0,53,47,0
483,QC,2019,14232.102,29636.298,943.6,38443.246,62964.05,1166.7,32,66,2,37,61,1
484,NB,2019,0,109,0,0,288,0,0,100,0,0,100,0
484,QC,2019,359,3303.97,0,1528,7087,0,10,90,0,18,82,0
485,NB,2019,220.067,355.933,0,1060.832,964.169,0,38,62,0,52,48,0
486,NB,2019,757.8,5630.2,0,477.5,3848.5,0,12,88,0,11,89,0
487,NB,2019,158.113,346.889,0,1116.846,2505.154,0,31,69,0,31,69,0
487,QC,2019,16.423,1390.58,0,89.628,3706.371,0,1,99,0,2,98,0
488,NB,2019,35.333,169.667,0,84.667,970.333,0,17,83,0,8,92,0
489,NB,2019,285,1127,0,244,1151,0,20,80,0,17,83,0
490,NB,2019,301.548,831.453,0,747.328,627.672,0,27,73,0,54,46,0
493,NB,2019,1611.725,16177.272,936,1442.747,13090.832,650.419,9,86,5,10,86,4
494,NB,2019,0,17271.002,0,0,10236,0,0,100,0,0,100,0
495,NB,2019,173,438,0,956.99,2194.009,0,28,72,0,30,70,0
496,NB,2019,2473.966,410.033,204,15071.474,2781.47,1290.057,80,13,7,79,15,7
497,NB,2019,201.25,777.75,0,831.5,2194.499,0,21,79,0,27,73,0
498,NB,2019,367,0,0,1508,0,0,100,0,0,100,0,0
499,NB,2019,670.76,270.89,12.35,921.12,2414.78,61.1,70,28,1,27,71,2
500,NB,2019,5584.375,121.725,227.9,7119.38,208.121,682.5,94,2,4,89,3,9
501,NB,2019,1942.065,2861.935,0,965.785,2261.214,0,40,60,0,30,70,0
502,NB,2019,531.169,1159.831,0,1034.908,2386.091,0,31,69,0,30,70,0
503,NB,2019,2260.396,2423.604,45,6707.986,11109.013,94,48,51,1,37,62,1
504,NB,2019,1406,191,0,5997,250,0,88,12,0,96,4,0
504,NS,2019,4945.137,1756.364,0,16203.813,5966.182,0,74,26,0,73,27,0
505,NB,2019,265,798.001,0,745,3755,0,25,75,0,17,83,0
506,NB,2019,38,354,0,539.96,1406.04,0,10,90,0,28,72,0
507,NB,2019,112.998,1582.001,0,1238,5786.999,0,7,93,0,18,82,0
507,NS,2019,3898.461,1916.091,0,5865.232,3356.267,0,67,33,0,64,36,0
508,NB,2019,392,0,0,508,0,0,100,0,0,100,0,0
509,NS,2019,313.999,1769.001,0,451.001,3172.001,0,15,85,0,12,88,0
510,NS,2019,40.817,78.834,0,206.667,150.334,0,34,66,0,58,42,0
511,NS,2019,0,145.998,0,0,65,0,0,100,0,0,100,0
512,NS,2019,0,3410.52,0,0,3484.004,0,0,100,0,0,100,0
513,NS,2019,85.321,245.259,0,331.618,990.382,0,26,74,0,25,75,0
514,NS,2019,18.69,0,0,12,0,0,100,0,0,100,0,0
516,NS,2019,217.139,760.771,0,1321.782,1637.215,0,22,78,0,45,55,0
517,NS,2019,758.882,5123.951,0,2505.334,18008.665,0,13,87,0,12,88,0
518,NS,2019,8688.153,4895.55,0,11300.332,8568.66,0,64,36,0,57,43,0
519,NS,2019,0,271,0,0,734,0,0,100,0,0,100,0
520,NS,2019,14.917,523.085,0,64.25,1750.749,0,3,97,0,4,96,0
521,NS,2019,0,51,0,0,740,0,0,100,0,0,100,0
522,NS,2019,65.097,321.824,0,695.998,2832.003,0,17,83,0,20,80,0
523,NS,2019,150.212,725.317,0,590.489,2962.51,0,17,83,0,17,83,0
524,NS,2019,37,24,0,177,90,0,61,39,0,66,34,0
525,NS,2019,385.995,1488.668,0,1287.471,5202.527,0,21,79,0,20,80,0
527,NS,2019,58.822,730.178,0,182.795,1622.205,0,7,93,0,10,90,0
528,NS,2019,1619.324,1332.458,0,1161.775,1139.231,0,55,45,0,50,50,0
529,NS,2019,0,755.998,0,0,414,0,0,100,0,0,100,0
530,NS,2019,38.667,1159.335,0,58,1450.002,0,3,97,0,4,96,0
531,NS,2019,474.147,1237.132,0,553.25,3013.751,0,28,72,0,16,84,0
534,PE,2019,16452.935,5011.061,0,12570.873,3316.129,0,77,23,0,79,21,0
535,PE,2019,17372,0,0,11990,0,0,100,0,0,100,0,0
536,PE,2019,41916.541,2425.458,0,32634.75,1848.25,0,95,5,0,95,5,0
537,PE,2019,20106.667,446.334,0,22036.888,592.112,0,98,2,0,97,3,0
538,PE,2019,6125,0,0,3455,0,0,100,0,0,100,0,0
539,QC,2019,11,145.21,33.98,137,671,223,6,76,18,13,65,22
540,QC,2019,226512.939,113748.095,87027.39,145698.553,51678.22,50044.836,53,27,20,59,21,20
541,ON,2019,0,15218.55,2672.45,1738.657,2716.943,884.4,0,85,15,33,51,17
541,QC,2019,145457.186,43473.513,276095.722,43764.45,10621.165,65591.386,31,9,59,36,9,55
542,ON,2019,0,1120.372,21651.945,2892.56,1781.04,29850.4,0,5,95,8,5,86
543,ON,2019,7488,42365.682,19582.401,6671.792,15725.537,6795.035,11,61,28,23,54,23
543,QC,2019,0,457,1505,0,535,2314.4,0,23,77,0,19,81
544,ON,2019,4160.37,64275.838,15974.985,3899.726,21190.123,5252.149,5,76,19,13,70,17
545,ON,2019,6168.328,14937.294,13516.678,4442.802,6602.443,9014.759,18,43,39,22,33,45
546,ON,2019,0,45401.544,10042.419,0,24454.317,5668.684,0,82,18,0,81,19
546,QC,2019,0,379,0,0,215,0,0,100,0,0,100,0
547,ON,2019,8026.068,26663.121,21710.385,14018.274,23180.248,27794.768,14,47,38,22,36,43
548,QC,2019,156.96,0,0,480,0,0,100,0,0,100,0,0
549,ON,2019,0,759.711,8690.409,0,1053.696,11804.303,0,8,92,0,8,92
550,ON,2019,1246.152,5749.115,2516.477,5440.676,28955.036,8605.881,13,60,26,13,67,20
551,ON,2019,35188.744,71912.842,59288.811,32935.189,39563.997,51393.815,21,43,36,27,32,41
552,ON,2019,39344.278,6494.738,0,57892.633,22143.595,0,86,14,0,72,28,0
553,ON,2019,66352.138,104311.319,20124.826,47284.988,59180.969,13850.255,35,55,11,39,49,12
554,ON,2019,20460.469,4383.711,0,33820.423,4190.577,0,82,18,0,89,11,0
555,ON,2019,12502.082,9146.4,22748.16,12390.4,19071.366,22544.468,28,21,51,23,35,42
556,ON,2019,28109.281,119025.021,2508.177,31365.086,72639.603,1438.313,19,80,2,30,69,1
557,ON,2019,10676.541,282707.304,0,3338.027,74763.973,0,4,96,0,4,96,0
558,ON,2019,18783.899,224582.779,1128.522,12053.946,76326.957,52.098,8,92,0,14,86,0
559,ON,2019,0,310.4,0,0,0,0,0,100,0,,,
560,ON,2019,23989.864,56057.193,0,10683.199,24741.799,0,30,70,0,30,70,0
561,ON,2019,535.9,18825.065,2232.556,160.625,7050.903,845.222,2,87,10,2,88,10
562,ON,2019,0,20929.11,10722.89,0,8400.222,4725.779,0,66,34,0,64,36
563,ON,2019,0,102,0,0,73,0,0,100,0,0,100,0
564,ON,2019,11321.099,64475.168,25043.251,9195.724,17516.79,8043.779,11,64,25,26,50,23
565,ON,2019,91083.336,209750.506,86047.158,12713.189,35185.757,11373.053,24,54,22,21,59,19
