ECODISTRIC,PROVINCE,YEAR,ANCOARSE,ANMED,ANFINE,PERCOARSE,PERMED,PERFINE,PERCAC,PERCAM,PERCAF,PERCPC,PERCPM,PERCPF
593,AB,2000,0,6033.853,77751.147,0,3704.441,47792.559,0,7,93,0,7,93
594,AB,2000,0,0,43599.001,0,0,50539.998,0,0,100,0,0,100
595,AB,2000,0,3376,69112,0,1470.118,38282.882,0,5,95,0,4,96
596,AB,2000,7356.806,38684.214,45510.67,4705.087,23800.424,27569.29,8,42,50,8,42,49
597,AB,2000,1209.1,15074,23100.001,1693.3,20679.6,26658.999,3,38,59,3,42,54
598,AB,2000,0,1366.4,72160.598,0,1145.2,67499.799,0,2,98,0,2,98
599,AB,2000,0,5666,57892,0,4157,42163,0,9,91,0,9,91
600,AB,2000,1632.248,190.411,1398,2786.215,448.118,3320.667,51,6,43,43,7,51
609,AB,2000,0,0,242,0,0,500,0,0,100,0,0,100
610,AB,2000,863.55,8483.195,19475.881,751.163,17207.669,50342.166,3,29,68,1,25,74
610,BC,2000,0,0,0,0,0.999,0,,,,0,100,0
611,AB,2000,164.5,858,2874.5,173.25,1133.1,4219.65,4,22,74,3,21,76
612,AB,2000,0,4607.72,1172.94,0,11463.634,3110.365,0,80,20,0,79,21
615,AB,2000,2828.449,10285.803,0,6578.853,21349.546,0,22,78,0,24,76,0
616,AB,2000,10700.474,2664.286,0,11671.929,5690.071,0,80,20,0,67,33,0
617,AB,2000,1106.286,3345.214,1065.5,2886.858,7325.143,2143,20,61,19,23,59,17
618,AB,2000,1038.444,7964.998,646.06,1292.415,7341.705,1125.25,11,83,7,13,75,12
618,BC,2000,387.006,4199.98,992.274,1230.107,16049.418,4587.474,7,75,18,6,73,21
619,AB,2000,0,439,0,0,785,0,0,100,0,0,100,0
622,AB,2000,1999.724,6713.233,0,6389.737,22173.262,0,23,77,0,22,78,0
623,AB,2000,2454.819,13041.76,2470.16,10187.981,49803.149,13488.873,14,73,14,14,68,18
625,AB,2000,21.666,43.334,0,94,188,0,33,67,0,33,67,0
626,AB,2000,0,1016.999,0,0,4191.001,0,0,100,0,0,100,0
629,AB,2000,220.4,2115.437,416.354,678.3,9633.012,2388.389,8,77,15,5,76,19
630,AB,2000,80.125,2603.328,54.89,276.5,23154.5,186,3,95,2,1,98,1
631,AB,2000,0,1316.3,133.7,0,4915.5,497.5,0,91,9,0,91,9
647,SK,2000,1378.392,280.608,0,1951.174,399.826,0,83,17,0,83,17,0
650,AB,2000,117.773,2376.479,341.497,1053.5,10353.079,1112.421,4,84,12,8,83,9
652,SK,2000,45.035,349.965,0,81.619,634.381,0,11,89,0,11,89,0
657,SK,2000,374.496,3818.005,0,530.943,6559.057,0,9,91,0,7,93,0
658,SK,2000,1597.448,812.502,0,535.136,271.864,0,66,34,0,66,34,0
660,SK,2000,868.726,12338.023,0,1143.319,14847.682,0,7,93,0,7,93,0
661,SK,2000,47.882,3785.118,0,73.399,6347.6,0,1,99,0,1,99,0
662,SK,2000,70,280,0,24.2,96.8,0,20,80,0,20,80,0
667,MB,2000,0,282,0,0,411,0,0,100,0,0,100,0
669,MB,2000,0,16023.849,0,0,14365,0,0,100,0,0,100,0
669,SK,2000,0,0,910,0,0,398,0,0,100,0,0,100
672,SK,2000,6467.806,4996.913,361.833,4847.455,3168.532,231.012,55,42,3,59,38,3
677,MB,2000,0,0,3817,0,0,5563,0,0,100,0,0,100
678,AB,2000,4087.75,87363.14,4245.039,8042.149,163922.255,7370.294,4,91,4,4,91,4
679,AB,2000,0,11325.77,0,0,32269,0,0,100,0,0,100,0
680,AB,2000,3803.991,61782.66,0,7393.661,115427.001,0,6,94,0,6,94,0
680,SK,2000,1767.243,23860.712,0,4604.913,38428.087,0,7,93,0,11,89,0
681,AB,2000,2680.906,74331.635,20222.41,2648.823,57935.128,14157.44,3,76,21,4,78,19
682,SK,2000,4749.675,5808.693,3687.479,7367.984,12541.354,1793.663,33,41,26,34,58,8
683,AB,2000,41817.77,19611.001,0,37592,9086,0,68,32,0,81,19,0
684,AB,2000,399.571,61298.479,19743.972,1628.458,170429.874,65765.767,0,75,24,1,72,28
685,SK,2000,953.959,26214.589,13813.001,1178.892,35052.547,11394.563,2,64,34,2,74,24
686,AB,2000,0,10847.39,0,0,21460,0,0,100,0,0,100,0
686,SK,2000,62.367,2210.634,0,149.162,5287.836,0,3,97,0,3,97,0
687,AB,2000,2790.555,9667.143,0,4476.672,14027.317,0,22,78,0,24,76,0
687,SK,2000,9876.042,98444.958,0,9732.182,76793.815,0,9,91,0,11,89,0
688,AB,2000,0,60705.4,0,0,56983.699,0,0,100,0,0,100,0
689,SK,2000,3158.399,45886.107,0,4602.136,24225.861,0,6,94,0,16,84,0
690,SK,2000,3732.899,43228.506,0,3608.141,36032.859,0,8,92,0,9,91,0
691,SK,2000,16401.206,1605.095,0,7583.447,204.557,0,91,9,0,97,3,0
692,AB,2000,28.198,21566.363,7490.62,184.124,88262.909,41339.728,0,74,26,0,68,32
693,SK,2000,11911.523,113973.473,0,11118.297,27197.704,0,9,91,0,29,71,0
694,SK,2000,38989.817,40440.465,20071.717,13698.149,11116.417,5113.433,39,41,20,46,37,17
695,SK,2000,29926.381,16214.618,0,20935.638,13398.361,0,65,35,0,61,39,0
696,SK,2000,69370.7,96422.246,0,37681.099,35887.899,0,42,58,0,51,49,0
697,SK,2000,0,7732.302,41622.699,0,2908.496,15688.505,0,16,84,0,16,84
698,SK,2000,31186.751,21788.752,0,8549.898,8068.104,0,59,41,0,51,49,0
699,SK,2000,0,35484,0,0,24903,0,0,100,0,0,100,0
700,SK,2000,0,9955.469,31036.583,0,7378.402,10871.594,0,24,76,0,40,60
701,SK,2000,61771.435,14886.968,0,36579.305,4540.698,0,81,19,0,89,11,0
702,SK,2000,8436.633,194884.006,18509.358,3847.257,28021.205,434.534,4,88,8,12,87,1
703,AB,2000,0,44829.368,683.359,0,134961.639,2103.43,0,98,2,0,98,2
704,SK,2000,1021.88,59338.646,21744.775,776.602,27416.728,8370.672,1,72,26,2,75,23
705,SK,2000,0,61611.685,218968.315,0,26782.507,13584.492,0,22,78,0,66,34
706,SK,2000,3685.833,112603.168,0,493.903,22589.099,0,3,97,0,2,98,0
707,SK,2000,13829.845,165519.309,1780.944,18681.078,56826.669,707.255,8,91,1,25,75,1
708,AB,2000,1371.6,45685.043,0,4311,137315.8,0,3,97,0,3,97,0
709,MB,2000,4120.553,141506.625,13189.671,4197.281,82520.283,4765.434,3,89,8,5,90,5
709,SK,2000,27407.673,176458.02,12068.301,14244.394,64720.01,3001.597,13,82,6,17,79,4
710,SK,2000,1458.408,16132.893,0,1325.006,20980.993,0,8,92,0,6,94,0
711,SK,2000,249.724,19893.227,0,1543.018,23803.979,0,1,99,0,6,94,0
714,MB,2000,0,1542,0,0,1748,0,0,100,0,0,100,0
714,SK,2000,0,51571.601,4737.849,0,41163.873,3431.13,0,92,8,0,92,8
715,MB,2000,764.601,16030.623,10702.877,1380.613,12317.146,10922.24,3,58,39,6,50,44
715,SK,2000,0,9188.34,2617.66,0,5077.44,1247.562,0,78,22,0,80,20
716,MB,2000,4065.649,37215.05,18291.05,4019,27239,15905,7,62,31,9,58,34
717,MB,2000,41777.344,40160.024,11750.127,29990.225,31937.694,5218.083,45,43,13,45,48,8
718,MB,2000,0,2533.7,0,0,10135,0,0,100,0,0,100,0
720,MB,2000,0,0,2004.6,0,0,5727,0,0,100,0,0,100
723,MB,2000,104,26193.251,3330.7,309,108201.002,4115,0,88,11,0,96,4
724,MB,2000,2514.53,24665.814,126124.304,7604.801,24946.824,81069.375,2,16,82,7,22,71
726,MB,2000,46095.713,0,1564.237,75444.26,0,986.738,97,0,3,99,0,1
727,AB,2000,23293.052,161515.331,126856.535,22569.353,122964.971,65134.53,7,52,41,11,58,31
728,AB,2000,3679.445,186609.184,3641.824,2406.667,56382.157,612.626,2,96,2,4,95,1
729,AB,2000,34939.107,109612.273,0,22454.541,43060.582,0,24,76,0,34,66,0
729,SK,2000,24862.211,409575.794,0,8972.234,131914.767,0,6,94,0,6,94,0
730,AB,2000,45311.008,408061.068,11707.778,27230.73,195384.426,6081.111,10,88,3,12,85,3
731,AB,2000,20391.424,426724.378,0,16166.776,183548.433,0,5,95,0,8,92,0
732,AB,2000,0,12394.8,0,0,20822.4,0,0,100,0,0,100,0
733,SK,2000,30916.261,158062.159,10061.573,5949.803,67424.421,1335.427,16,79,5,8,90,2
734,SK,2000,38100.94,13726.057,0,18928.562,2712.438,0,74,26,0,87,13,0
735,SK,2000,4178.505,166673.494,0,6428.801,39103.198,0,2,98,0,14,86,0
736,SK,2000,41353.914,231254.595,8135.502,10621.177,47678.197,884.625,15,82,3,18,81,1
737,AB,2000,17155.9,89131.75,11444.2,17855.9,99818.051,13109.9,15,76,10,14,76,10
738,AB,2000,7764.41,129525.7,0,6239.85,27475.77,0,6,94,0,19,81,0
739,AB,2000,107514.303,8024.4,0,81532.356,9950.4,0,93,7,0,89,11,0
739,SK,2000,45112.706,4301.292,0,23992.976,2109.027,0,91,9,0,92,8,0
740,AB,2000,13656.4,140827.2,0,13326.4,86151.2,0,9,91,0,13,87,0
741,SK,2000,4449.16,161829.134,1445.704,327.104,13899.088,67.808,3,96,1,2,97,0
742,SK,2000,31707.206,11890.794,0,12897.889,395.112,0,73,27,0,97,3,0
743,AB,2000,2284.2,86424.703,0,497.7,33684.261,0,3,97,0,1,99,0
743,SK,2000,4527.589,7365.335,2730.074,1120.807,2935.685,1139.26,31,50,19,22,57,22
744,AB,2000,0,174162.47,14878.08,0,90000.08,2836.32,0,92,8,0,97,3
745,SK,2000,29482.567,755572.153,3205.286,7911.915,105815.841,699.238,4,96,0,7,92,1
746,AB,2000,0,132061.4,0,0,104927.5,0,0,100,0,0,100,0
747,SK,2000,28317.101,44153.9,0,19157.672,8520.328,0,39,61,0,69,31,0
748,SK,2000,6659.614,695735.448,886.946,2021.578,123963.771,101.807,1,99,0,2,98,0
749,SK,2000,17388.27,372366.736,0,4117.461,88330.06,0,4,96,0,4,96,0
750,AB,2000,0,55031.18,12204.62,0,108026.71,27379.29,0,82,18,0,80,20
751,MB,2000,12827.187,37147.163,0,11830.113,21350.682,95.12,26,74,0,36,64,0
751,SK,2000,15479.21,14150.64,0,8110.088,7974.914,0,52,48,0,50,50,0
752,MB,2000,0,116996.473,1602.528,0,44936.539,640.462,0,99,1,0,99,1
752,SK,2000,15782.642,456660.359,0,4970.483,113442.516,0,3,97,0,4,96,0
753,MB,2000,3492.565,455338.693,6346.74,2211.279,156254.46,2923.26,1,98,1,1,97,2
754,SK,2000,3281.767,173313.533,61986.701,2700.706,23894.312,7790.981,1,73,26,8,69,23
755,SK,2000,2610.359,198265.641,0,365.218,37816.784,0,1,99,0,1,99,0
756,SK,2000,6854.221,359508.78,0,847.408,95326.593,0,2,98,0,1,99,0
757,MB,2000,65001.36,25401.642,1572.65,41228.869,8503.131,0,71,28,2,83,17,0
758,MB,2000,42842.375,122130.121,8630.91,25987.632,39603.061,9621.582,25,70,5,35,53,13
759,MB,2000,4824.551,34210.449,0,6851.504,14067.494,0,12,88,0,33,67,0
760,MB,2000,0,87416,0,3158.514,22101.486,0,0,100,0,13,87,0
760,SK,2000,5840.07,384070.929,0,7075.048,104081.95,0,1,99,0,6,94,0
761,SK,2000,0,17702,2227,0,8964,1235,0,89,11,0,88,12
762,SK,2000,31757.421,83970.579,0,9776.248,25489.294,0,27,73,0,28,72,0
763,MB,2000,91444.048,57877.038,5071.913,68717.612,30507.356,7566.032,59,37,3,64,29,7
763,SK,2000,41558.434,15418.565,0,13388.292,5022.707,0,73,27,0,73,27,0
764,MB,2000,0,73209.004,0,1535.315,27015.689,0,0,100,0,5,95,0
765,MB,2000,3786.035,347192.966,0,7332.702,87942.86,1064.186,1,99,0,8,91,1
766,MB,2000,1075.421,184775.586,0,681.855,49576.142,0,1,99,0,1,99,0
767,SK,2000,4058.199,450745.697,47532.099,456.647,39974.957,4648.399,1,90,9,1,89,10
768,SK,2000,0,43409,0,0,8116.001,0,0,100,0,0,100,0
769,AB,2000,0,101394.7,0,0,63192.5,0,0,100,0,0,100,0
770,SK,2000,71089.159,234369.978,8725.868,23030.975,36753.793,1599.231,23,75,3,38,60,3
771,AB,2000,15194.206,84097.116,228.6,7277.067,41056.682,102.8,15,85,0,15,85,0
771,SK,2000,0,50239.219,1653.779,528.338,10076.806,423.854,0,97,3,5,91,4
772,SK,2000,14390.762,30437.234,0,10865.791,1587.205,0,32,68,0,87,13,0
773,SK,2000,12785.105,277880.856,32190.046,2065.155,27539.26,4113.589,4,86,10,6,82,12
774,SK,2000,0,69878.002,0,0,5111.003,0,0,100,0,0,100,0
775,SK,2000,3457.457,74935.545,0,165.479,8535.52,0,4,96,0,2,98,0
776,SK,2000,43870.264,9761.739,0,22586.281,2311.718,0,82,18,0,91,9,0
777,AB,2000,13167.4,2966.4,0,9867.1,2306.4,0,82,18,0,81,19,0
778,SK,2000,22264.343,9379.658,0,2925.521,1232.48,0,70,30,0,70,30,0
779,AB,2000,0,31256.1,0,0,15829.2,0,0,100,0,0,100,0
780,SK,2000,9072.117,54935.416,277671.469,972.065,2574.006,11961.927,3,16,81,6,17,77
781,AB,2000,12658.8,57078.926,150729.572,4690,12275.425,15907.374,6,26,68,14,37,48
782,SK,2000,19067.278,575620.725,0,5095.464,58399.535,0,3,97,0,8,92,0
783,SK,2000,0,291776.002,0,0,31233.998,0,0,100,0,0,100,0
784,SK,2000,12926.141,78739.805,2265.053,3577.883,12903.661,215.453,14,84,2,21,77,1
785,SK,2000,0,84240.313,6463.687,0,10032.329,357.672,0,93,7,0,97,3
786,AB,2000,0,100090.5,22.8,0,30816.25,12.6,0,100,0,0,100,0
787,AB,2000,0,49698.3,0,0,8755.7,0,0,100,0,0,100,0
788,AB,2000,0,49951.4,16965.6,0,12968.2,1621.8,0,75,25,0,89,11
789,SK,2000,17025.736,136420.694,2786.572,9270.781,14768.222,0,11,87,2,39,61,0
790,AB,2000,13949.6,43429.1,0,4651.5,7618.9,0,24,76,0,38,62,0
791,AB,2000,0,198224,0,0,24992,0,0,100,0,0,100,0
792,SK,2000,37838.979,63610.315,643106.71,13784.955,13927.396,20336.653,5,9,86,29,29,42
793,AB,2000,48662.615,353812.365,23188.424,15056.5,112509.542,5694.071,11,83,5,11,84,4
794,SK,2000,0,500380,0,0,43666.999,0,0,100,0,0,100,0
795,SK,2000,0,269574,0,1081.68,30466.321,0,0,100,0,3,97,0
796,SK,2000,16087.007,57741.994,0,6358.72,9688.267,0,22,78,0,40,60,0
797,AB,2000,1969.1,17252.5,65.5,820.4,6919.005,38,10,89,0,11,89,0
798,AB,2000,33389.7,330573.95,30743.4,16984.6,135047.64,13800.76,8,84,8,10,81,8
799,AB,2000,0,65781,0,0,62612,0,0,100,0,0,100,0
800,AB,2000,0,77792.1,75787.85,0,56679.52,42010.69,0,51,49,0,57,43
801,AB,2000,0,39410.35,3208.65,0,42996.55,3759.45,0,92,8,0,92,8
802,AB,2000,0,76990.15,0,710.79,34056.9,0,0,100,0,2,98,0
803,SK,2000,7193.318,108454.691,56276.992,1446.718,9464.063,4126.223,4,63,33,10,63,27
804,AB,2000,13910.26,38562.94,0,9589.86,17885.94,0,27,73,0,35,65,0
805,AB,2000,4768.676,7077.683,4011.642,1164.2,1398.262,792.538,30,45,25,35,42,24
805,SK,2000,4856.985,44209.116,24945.9,867.122,5819.128,3048.755,7,60,34,9,60,31
806,AB,2000,2094.1,67844.69,555.8,1619.4,64141.6,336,3,96,1,2,97,1
807,SK,2000,0,69239.253,9225.742,0,4991.352,496.651,0,88,12,0,91,9
808,SK,2000,3421.011,115584.042,446357.947,275.283,6979.082,22955.641,1,20,79,1,23,76
809,AB,2000,4862.955,109485.295,0,2098.8,28500.35,0,4,96,0,7,93,0
809,SK,2000,4232.958,111059.058,27829.982,598.94,8128.935,942.129,3,78,19,6,84,10
810,SK,2000,0,101886.001,0,0,11448.001,0,0,100,0,0,100,0
811,AB,2000,4509.6,4814.167,35041.632,763.2,621.829,2870.77,10,11,79,18,15,67
811,SK,2000,0,381.545,1017.455,0,33,88,0,27,73,0,27,73
812,AB,2000,24787.801,14914.89,19542.75,30407.9,23580.36,16428.8,42,25,33,43,33,23
813,SK,2000,3438.213,90134.983,41335.799,836.933,11019.1,4053.968,3,67,31,5,69,25
814,AB,2000,1408.95,12040.51,0,746.55,6814.45,0,10,90,0,10,90,0
815,AB,2000,23831.701,15916.31,0,7570.901,8672.716,0,60,40,0,47,53,0
815,SK,2000,23645.444,8949.555,0,1422.419,797.581,0,73,27,0,64,36,0
816,SK,2000,50697.045,350340.043,27048.914,22503.464,55250.913,2449.413,12,82,6,28,69,3
817,SK,2000,0,90955.725,3595.274,0,6899.748,274.253,0,96,4,0,96,4
818,AB,2000,0,29103.9,0,0,19590.65,0,0,100,0,0,100,0
819,SK,2000,22931.646,6541.356,0,3811.849,1082.15,0,78,22,0,78,22,0
820,SK,2000,739.92,178698.913,749.169,0,31238.299,59.7,0,99,0,0,100,0
821,AB,2000,1950.787,87940.356,646.358,660.445,20244.321,489.317,2,97,1,3,95,2
821,SK,2000,712.928,173684.072,0,983.167,29490.834,0,0,100,0,3,97,0
822,SK,2000,6420.034,152021.311,1505.657,1159,28864.503,698.5,4,95,1,4,94,2
823,AB,2000,23408.533,117511.468,0,7600.511,32583.488,0,17,83,0,19,81,0
824,SK,2000,23133.213,69166.483,1387.309,7879.614,19684.383,0,25,74,1,29,71,0
825,SK,2000,270.342,472842.659,0,1089.781,72501.217,0,0,100,0,1,99,0
826,SK,2000,17762.399,646922.149,96786.891,7099.588,96889.913,3701.17,2,85,13,7,90,3
827,SK,2000,30492.881,12891.347,2263.772,19284.435,7199.566,783,67,28,5,71,26,3
828,AB,2000,18862.395,567719.304,0,3084.837,84130.009,0,3,97,0,4,96,0
829,AB,2000,20222.35,10119.65,0,7144.3,3351.7,0,67,33,0,68,32,0
830,SK,2000,17217.587,279952.718,40175.7,3785.407,42472.259,3468.365,5,83,12,8,85,7
831,SK,2000,6364.501,141856.709,1345.788,764.608,17552.391,0,4,95,1,4,96,0
832,SK,2000,15731.498,285005.327,877.174,5185.421,86621.862,738.716,5,94,0,6,94,1
833,AB,2000,105.5,17927.4,31.65,49,5874.6,14.7,1,99,0,1,99,0
833,SK,2000,0,35909.253,23961.746,0,19922.067,12122.931,0,60,40,0,62,38
834,SK,2000,0,63278.678,154989.322,0,7800.89,26240.11,0,29,71,0,23,77
835,SK,2000,0,6318.581,15445.42,0,1595.613,3900.387,0,29,71,0,29,71
836,AB,2000,0,9077,0,0,1711,0,0,100,0,0,100,0
837,AB,2000,0,21393,0,0,8811,0,0,100,0,0,100,0
837,SK,2000,0,13879.305,3210.695,0,9608.448,1365.551,0,81,19,0,88,12
838,AB,2000,844.9,3434.098,0,793.7,2197.301,0,20,80,0,27,73,0
838,SK,2000,0,54730.334,2690.669,0,19272.955,1449.33,0,95,5,0,93,7
839,MB,2000,8084.823,72412.36,8857.816,2825.832,30472.752,3771.417,9,81,10,8,82,10
840,MB,2000,42082.411,11561.545,14280.043,29138.033,13500.712,4864.254,62,17,21,61,28,10
841,MB,2000,19479.519,18578.98,0,2047.224,58976.776,0,51,49,0,3,97,0
843,MB,2000,14510.254,9188.744,0,17612.347,8375.651,0,61,39,0,68,32,0
844,MB,2000,9483.739,36770.435,5528.824,9446.213,32766.957,4755.829,18,71,11,20,70,10
846,MB,2000,0,14598.001,0,0,42756.002,0,0,100,0,0,100,0
847,MB,2000,0,28753.199,20453.5,0,12502.15,4961.85,0,58,42,0,72,28
848,MB,2000,951.685,8869.065,0,608.737,6374.263,0,10,90,0,9,91,0
849,MB,2000,11195.667,40144.556,629830.778,4473.128,19186.189,89097.683,2,6,92,4,17,79
850,MB,2000,121074.118,29339.883,0,72973.941,9430.058,0,80,20,0,89,11,0
851,MB,2000,0,41413.824,33021.178,0,9325.729,7164.271,0,56,44,0,57,43
852,MB,2000,40711.028,95241.448,113302.526,9376.865,9814.181,10687.951,16,38,45,31,33,36
853,MB,2000,0,18004.921,33164.081,0,909.588,1675.411,0,35,65,0,35,65
854,MB,2000,5341.125,68732.874,0,2357,25030.001,0,7,93,0,9,91,0
855,MB,2000,0,10489,0,0,5878,0,0,100,0,0,100,0
940,BC,2000,49,11,0,322,64,0,82,18,0,83,17,0
943,BC,2000,0,4,0,0,2,0,0,100,0,0,100,0
944,BC,2000,152.401,26.203,0.4,782.387,116.411,2.2,85,15,0,87,13,0
948,BC,2000,0,0,0,1,0,0,,,,100,0,0
950,BC,2000,51.98,493.492,0,195.37,1877.631,0,10,90,0,9,91,0
955,BC,2000,42.386,16.314,53.2,264.286,90.714,471,38,15,48,32,11,57
956,BC,2000,907.675,800.121,416.719,4359.476,3915.63,1482.897,43,38,20,45,40,15
957,BC,2000,99.882,51.961,0,439.382,311.619,0,66,34,0,59,41,0
958,BC,2000,8.465,6.535,0,34.965,9.034,0,56,44,0,79,21,0
959,BC,2000,3514.659,18163.231,403.582,4916.319,28887.351,821.176,16,82,2,14,83,2
960,BC,2000,17,0,0,46,0,0,100,0,0,100,0,0
962,BC,2000,0,15,0,0,101,0,0,100,0,0,100,0
969,BC,2000,0,43.49,0,0,228,0,0,100,0,0,100,0
971,BC,2000,78.85,5.15,0,438.9,30.099,0,94,6,0,94,6,0
972,BC,2000,2124.635,1222.729,2254.454,22527.182,11293.19,19659.636,38,22,40,42,21,37
974,BC,2000,213.634,102.767,88.6,2088.077,617.683,858.24,53,25,22,59,17,24
975,BC,2000,10,0,0,721,0,0,100,0,0,100,0,0
976,BC,2000,226.929,441.63,0,4304.818,7846.181,0,34,66,0,35,65,0
977,BC,2000,457.056,577.382,0,6397.197,7772.802,0,44,56,0,45,55,0
978,BC,2000,816.108,1602.202,0,5286.044,12082.959,0,34,66,0,30,70,0
979,BC,2000,2930.469,8126.531,0,19530.638,50932.36,0,27,73,0,28,72,0
980,BC,2000,27.75,7.4,1.85,189,50.4,12.6,75,20,5,75,20,5
981,BC,2000,0,30,12,2,435,159,0,71,29,0,73,27
982,BC,2000,2025.052,1594.689,2384.451,17438.602,18208.242,24500.151,34,27,40,29,30,41
987,BC,2000,3,4,0,103,121,0,43,57,0,46,54,0
988,BC,2000,285.69,125.31,0,1137.705,688.295,0,70,30,0,62,38,0
990,BC,2000,179.325,32.673,0,722.881,72.123,0,85,15,0,91,9,0
991,BC,2000,91.254,3653.953,388.743,356.253,5386.389,1714.359,2,88,9,5,72,23
992,BC,2000,16,44,0,20,55,0,27,73,0,27,73,0
995,BC,2000,31.716,147.281,0,126.641,532.36,0,18,82,0,19,81,0
1001,BC,2000,1252.232,869.802,0,3957.414,2978.585,0,59,41,0,57,43,0
1002,BC,2000,257.9,45.1,0,922,162,0,85,15,0,85,15,0
1003,BC,2000,20,0,0,50,0,0,100,0,0,100,0,0
1004,BC,2000,412.317,1009.054,404.35,3668.333,6972.265,2730.4,23,55,22,27,52,20
1005,BC,2000,2512.863,3695.87,0,12161.558,18667.443,0,40,60,0,39,61,0
1006,BC,2000,2813.346,2771.877,0,23659.306,36590.696,0,50,50,0,39,61,0
1007,BC,2000,2887.673,2720.917,2631.54,5026.954,5099.996,5520.055,35,33,32,32,33,35
1008,BC,2000,1237.185,447.021,271.795,5342.283,2486.586,1479.128,63,23,14,57,27,16
1009,BC,2000,1201.155,297.975,0,2724.091,705.912,0,80,20,0,79,21,0
1010,BC,2000,2177.181,725.952,0,1023.074,955.925,0,75,25,0,52,48,0
1011,BC,2000,725.563,138.413,0,2996.831,627.166,0,84,16,0,83,17,0
1012,BC,2000,105.712,31.286,0,1193.595,211.404,0,77,23,0,85,15,0
1013,BC,2000,293.556,158.222,145.222,2100.723,1287,1261.277,49,27,24,45,28,27
1015,BC,2000,1561.681,1591.312,0,3021.178,2522.824,0,50,50,0,54,46,0
1016,AB,2000,1600.5,1877.5,0,2703,3530,0,46,54,0,43,57,0
1017,BC,2000,79.802,51.2,0,647.199,492.8,0,61,39,0,57,43,0
1018,AB,2000,373.9,13871.5,262.2,575.15,23967.65,302.9,3,96,2,2,96,1
9593,AB,2000,0,10737.6,42950.4,0,6691.8,26767.2,0,20,80,0,20,80
9607,AB,2000,0,0,571,0,0,289,0,0,100,0,0,100
9609,AB,2000,617.083,3520.947,2217.95,1283.5,8792.6,4220.9,10,55,35,9,61,30
9687,AB,2000,6586.928,117231.502,0,6607.778,118007.174,0,5,95,0,5,95,0
9787,AB,2000,0,81213.34,0,0,14891.27,0,0,100,0,0,100,0
244,AB,2001,0,0,1501,0,0,1038,0,0,100,0,0,100
244,BC,2001,0,28.001,9,0,304,69,0,76,24,0,82,18
252,BC,2001,0,35,0,0,191,0,0,100,0,0,100,0
371,MB,2001,0,0,115,0,0,82,0,0,100,0,0,100
374,ON,2001,11,0,0,211,0,0,100,0,0,100,0,0
375,MB,2001,1497.831,15124.868,38235.721,2673.43,10976.819,20889.401,3,28,70,8,32,60
376,MB,2001,0,20,0,0,35,0,0,100,0,0,100,0
378,ON,2001,71,709,0,467,6828,0,9,91,0,6,94,0
379,MB,2001,1164.189,853.212,0,1895.608,1385.393,0,58,42,0,58,42,0
380,MB,2001,1721.684,163.123,1704.493,4562.095,1763.839,3357.066,48,5,47,47,18,35
381,ON,2001,0,2064,0,0,44260,0,0,100,0,0,100,0
383,ON,2001,281,2521,0,1711.429,11702.571,0,10,90,0,13,87,0
386,ON,2001,62,0,0,653,0,0,100,0,0,100,0,0
391,ON,2001,19,0,0,194,0,0,100,0,0,100,0,0
400,ON,2001,0,0,559,0,0,3157,0,0,100,0,0,100
401,ON,2001,136.062,797.104,1449.834,1154.593,3656.564,15158.844,6,33,61,6,18,76
401,QC,2001,1173,46,14793.231,7014,261,80328.129,7,0,92,8,0,92
402,ON,2001,0,121,0,0,796,0,0,100,0,0,100,0
407,ON,2001,224.619,0,138.382,1710.448,0,919.552,62,0,38,65,0,35
408,ON,2001,0,17262,0,0,40069,0,0,100,0,0,100,0
408,QC,2001,1526.544,764.339,9522.857,4098.956,2848.889,26636.83,13,6,81,12,8,79
409,ON,2001,63,528.002,0,720,5663,0,11,89,0,11,89,0
410,ON,2001,74.4,120.6,0,283.5,985.5,0,38,62,0,22,78,0
411,ON,2001,4406.67,2184.33,0,30443.811,9007.191,0,67,33,0,77,23,0
412,ON,2001,0,186.4,745.6,0,2008,8032,0,20,80,0,20,80
413,ON,2001,4683.067,1101.816,281.159,57481.373,8709.317,1785.511,77,18,5,85,13,3
415,QC,2001,524.22,0,0,1871,0,0,100,0,0,100,0,0
418,QC,2001,9708.08,673.7,854,18510.001,2572,2176,86,6,8,80,11,9
419,QC,2001,182,0,0,574,0,0,100,0,0,100,0,0
421,QC,2001,762.66,0,0,3704,0,0,100,0,0,100,0,0
422,QC,2001,48,0,0,359,0,0,100,0,0,100,0,0
423,QC,2001,959.66,637,0,5972,4311,0,60,40,0,58,42,0
424,QC,2001,1761,1075,1316,4370,4307.099,754.9,42,26,32,46,46,8
425,QC,2001,7615.079,2934.099,6491.981,40404.999,24474.031,26139.769,45,17,38,44,27,29
426,QC,2001,3566,345,0,6336,768,0,91,9,0,89,11,0
431,QC,2001,7,0,0,41,0,0,100,0,0,100,0,0
438,QC,2001,406.42,0,0,681,0,0,100,0,0,100,0,0
439,QC,2001,90,0,0,542,0,0,100,0,0,100,0,0
440,QC,2001,311,0,0,815,0,0,100,0,0,100,0,0
441,QC,2001,26623.35,32446.047,4285.46,29208.92,46050.668,5197.911,42,51,7,36,57,6
455,NF,2001,36.11,0,0,267,0,0,100,0,0,100,0,0
458,NF,2001,16,121.37,0,132,1067,0,12,88,0,11,89,0
